-0.041731,0.060976,-0.011751,0,-0.031891,-0.03532,0.018433,-0.022831,-0.012282,-0.032847,-0.0080092,-0.017817,-0.013126,0.0099834,-0.0432,-0.054054,-0.0016978,-0.028939,-0.018779,-0.027414,-0.034678,-0.032407,-0.030233,-0.017136,-0.058015,-0.027322,-0.019068,-0.012161,-0.025532,-0.018617
0.05,-0.029885,0.0047562,-0.012457,0.0023529,-0.0091533,0.022624,-0.0093458,0.020288,0.017358,0.024221,0.0068027,-0.0066505,0.028007,0.060201,0.045714,0.015873,-0.0077263,-0.011164,0.058824,-0.026127,0.043062,-0.026379,-0.0062267,-0.02269,-0.0022472,0.034557,-0.0085227,0.009607,-0.01084
-0.010753,0.042654,0.017751,-0.0042046,-0.024648,0.016166,0.0077434,-0.009434,0,0.053412,-0.028153,0,0.040779,0.078526,0.015773,-0.027322,-0.035156,-0.026696,0.077419,0.0034722,-0.0013414,0.03211,-0.012315,0.0025063,0.043118,0.015766,0.02714,-0.0028653,-0.0086505,-0.00091324
0.0015528,0.045455,-0.027907,-0.0070373,-0.0030084,0.018182,-0.0054885,0.047619,0.0044901,0.0077465,-0.004635,-0.027027,-0.045614,-0.041605,-0.02795,-0.16292,-0.026027,0.010286,-0.040419,-0.049596,-0.0020148,-0.062222,-0.022444,-0.01125,-0.0047695,0.0011086,-0.018293,-0.018199,0.0069808,0.0045704
-0.018605,0,-0.0095694,-0.0056697,0.022933,-0.0066964,0.056291,-0.045455,0.015326,0.020964,0.050058,-0.0046296,-0.0067402,0.015504,0.011182,0.087248,-0.0029691,0.021493,-0.028081,0.040049,0.016151,0.0094787,0.048469,0.017699,-0.011182,0.0055371,-0.014493,-0.004878,-0.0017331,0.057325
0.064771,-0.021739,0,0,0.022419,-0.011236,-0.035528,0.0047619,-0.01761,-0.017796,-0.019956,-0.0046512,0.064775,-0.050382,0.011058,-0.1358,0.052412,0.03433,-0.011236,-0.029172,0.02649,-0.032864,0.034063,0.029814,-0.0048465,-0.0066079,0.031513,0.021569,0.011285,-0.041308
0.032641,0,-0.0024155,0.079829,0.013272,0.11136,0.029252,-0.033175,-0.0076825,0.068293,0.044118,0.03271,0.089803,0.0096463,-0.029688,0.014286,0.028862,-0.049251,0.094156,0,-0.054194,-0.0097087,-0.084706,0.027744,0.082792,0.0099778,0.032587,0.035509,-0.016309,-0.005386
-0.011494,-0.033333,-0.021792,-0.026403,-0.042711,0.018405,0.024211,0.019608,-0.010968,0.0071755,0.0021668,-0.022624,-0.049973,-0.02707,-0.040258,0,-0.017052,-0.018018,0.025223,0.075721,-0.026603,-0.063725,0.017995,0.021127,-0.031484,0.012075,-0.029586,0.02317,-0.013962,-0.028881
0.0087209,0.034483,0.0086634,0.0067797,-0.036883,-0.042169,0.012333,0.052885,0.029354,0.051813,0.010811,0.013889,0.002798,0.08347,0.050336,0.077465,0.060996,0.029817,0.059334,-0.0055866,0.046952,0.068063,0.060606,-0.014943,0.029412,-0.0010846,-0.012195,0.01721,0.0017699,0.0065056
0.024496,0.011111,0.006135,0.036364,0.032119,0.067086,-0.0050761,-0.027397,0.036755,-0.022167,-0.0042781,0.025114,-0.018415,-0.028701,0.036741,-0.052288,0.0089662,-0.022272,0.0027322,0.0089888,0.0013387,-0.019608,-0.016667,-0.0046674,0.010526,0.019544,0.024691,-0.030276,0.024735,0.00092336
